artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,bpm,danceability__,valence__,energy__,acousticness__,instrumentalness__,liveness__,speechiness__,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,released_date,track_id_limpo,mode_maiusculo,track_name_limpo,artist_name_limpo,total_playlists,media_total_charts,streams_corrigido,n_musicas,quartil_streams,quartil_bpm,quartil_danceability,quartil_valence,quartil_energy,quartil_acousticness,quartil_instrumentalness,quartil_liveness,quartil_speechiness,segmentacao_streams,segmentacao_bpm,segmentacao_danceability,segmentacao_valence,segmentacao_energy,segmentacao_acousticness,segmentacao_instrumentalness,segmentacao_liveness,segmentacao_speechiness
1,2023,3,3,356,4,121,64,67,80,0,0,36,3,4,20,0,0,0,2023-03-03,3853127,MINOR,AINT THA,MORGAN WALLEN,360,6.0,88791109,11,1,3,2,3,4,1,1,4,1,Baixo,Alto,Baixo,Alto,Alto,Baixo,Baixo,Alto,Baixo
2,2022,11,4,1060,0,120,64,11,53,1,0,25,27,3,8,5,0,0,2022-11-04,8174233,MAJOR,BROKE BOYS,DRAKE 21 SAVAGE,1068,2.0,106249219,8,1,2,2,1,1,1,4,4,4,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Alto,Alto
2,2023,3,10,5120,48,143,64,31,87,4,4,8,4,161,115,246,9,638,2023-03-10,1549051,MAJOR,MIRACLE WITH ELLIE GOULDING,CALVIN HARRIS ELLIE GOULDING,5527,202.5,211050784,1,2,4,2,1,4,1,4,1,2,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Baixo
2,2020,3,20,9161,5,118,65,63,79,3,0,10,3,240,98,468,3,10,2020-03-20,5142009,MAJOR,SAVE YOUR TEARS WITH ARIANA GRANDE REMIX,ARIANA GRANDE THE WEEKND,9869,29.0,1221813483,2,4,2,2,3,4,1,2,2,1,Alto,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Baixo,Baixo
1,2023,3,17,1235,9,87,65,71,56,4,0,15,20,20,8,15,0,6,2023-03-17,7989475,MINOR,REMIX EXCLUSIVO,FEID,1270,5.75,117206995,8,1,1,2,4,2,1,4,3,4,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Alto,Alto
1,2014,1,1,21335,13,160,65,95,80,5,0,41,16,328,70,1378,9,20,2014-01-01,2031309,MAJOR,SHAKE IT OFF,TAYLOR SWIFT,23041,28.0,1113838873,34,4,4,2,4,4,1,2,4,4,Alto,Alto,Baixo,Alto,Alto,Baixo,Baixo,Alto,Alto
1,2023,7,7,99,15,121,65,49,78,0,0,17,4,21,52,6,1,0,2023-07-07,8943060,MAJOR,MINE TAYLORS VERSION,TAYLOR SWIFT,126,17.0,36912123,34,1,3,2,2,4,1,1,3,1,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Baixo
1,2022,9,13,1473,12,180,65,52,80,5,0,6,25,25,36,25,1,0,2022-09-13,5283123,MINOR,PROHIBIDOX,FEID,1523,12.25,185392587,8,2,4,2,3,4,1,4,1,4,Baixo,Alto,Baixo,Alto,Alto,Baixo,Alto,Baixo,Alto
1,2022,2,18,2939,0,150,65,11,58,0,0,12,9,42,0,24,0,0,2022-02-18,3371670,MINOR,NAIL TECH,JACK HARLOW,3005,0.0,193443895,3,2,4,2,1,2,1,1,2,3,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
1,2021,11,19,1756,0,180,65,37,58,2,0,4,31,38,48,20,0,0,2021-11-19,4923571,MAJOR,SURFACE PRESSURE,JESSICA DARROW,1814,12.0,267758538,1,2,4,2,2,2,1,1,1,4,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
3,2021,5,7,4846,10,101,67,40,90,3,0,34,6,54,16,259,0,13,2021-05-07,3393833,MAJOR,THUNDER,PREZIOSO GABRY PONTE LUMX,5159,9.75,422691058,1,3,2,2,2,4,1,3,4,3,Alto,Baixo,Baixo,Baixo,Alto,Baixo,Alto,Alto,Alto
2,2021,9,3,5403,6,168,67,29,47,5,0,22,26,118,116,96,0,3,2021-09-03,6599493,MAJOR,FAIR TRADE WITH TRAVIS SCOTT,DRAKE TRAVIS SCOTT,5617,31.25,593917618,1,3,4,2,1,1,1,1,3,4,Alto,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Alto
1,2023,5,25,2988,101,110,67,78,85,2,0,33,5,0,0,143,38,0,2023-05-25,5310138,MINOR,DANCE THE NIGHT FROM BARBIE THE ALBUM,DUA LIPA,3131,34.75,127408954,3,1,2,2,4,4,1,1,4,2,Baixo,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Alto,Baixo
1,2020,3,20,12688,13,118,68,61,82,2,0,50,3,197,115,112,0,200,2020-03-20,1961503,MAJOR,SAVE YOUR TEARS,THE WEEKND,12997,82.0,1591223784,19,4,2,2,3,4,1,2,4,1,Alto,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Alto,Baixo
2,2023,3,17,1962,38,150,68,14,76,4,0,10,4,28,89,29,5,82,2023-03-17,5560446,MAJOR,COCO CHANEL,BAD BUNNY ELADIO CARRION,2019,53.5,250305248,1,2,4,2,1,3,1,4,2,1,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Baixo
2,2021,11,5,4771,0,97,68,72,78,4,0,7,5,68,18,75,0,1,2021-11-05,7068825,MAJOR,ONE RIGHT NOW WITH THE WEEKND,THE WEEKND POST MALONE,4914,4.75,539595276,1,3,1,2,4,4,1,2,1,2,Alto,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Baixo,Baixo
1,2019,12,6,13454,1,99,68,57,77,2,0,10,5,246,71,519,2,5,2019-12-06,8483246,MAJOR,ADORE YOU,HARRY STYLES,14219,19.75,1439191367,15,4,1,2,3,4,1,3,2,2,Alto,Baixo,Baixo,Alto,Alto,Baixo,Alto,Baixo,Baixo
3,2023,1,12,658,6,90,68,83,71,3,0,31,8,33,7,53,2,0,2023-01-12,8756692,MINOR,MU,STEVE AOKI TINI LA JOAQUI,744,3.75,120972253,1,1,1,2,4,3,1,4,4,3,Baixo,Baixo,Baixo,Alto,Alto,Baixo,Alto,Alto,Alto
2,2022,1,7,807,0,148,68,29,73,0,0,7,7,3,0,5,0,0,2022-01-07,4464368,MAJOR,THOUGHT I WAS PLAYING,21 SAVAGE GUNNA,815,0.0,60680939,1,1,4,2,1,3,1,1,1,3,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Alto
1,2010,5,25,13801,19,81,68,51,60,3,0,19,10,137,125,435,6,285,2010-05-25,3451143,MINOR,SURE THING,MIGUEL,14373,108.75,950906471,1,4,1,2,2,2,1,2,3,3,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Alto
1,2023,4,10,366,15,122,68,38,88,1,0,8,5,16,102,7,0,55,2023-04-10,7517093,MINOR,I AM,IVE,389,43.0,123132751,4,1,3,2,2,4,1,4,1,2,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Baixo
2,2021,12,29,3270,0,125,69,70,89,4,0,49,3,89,21,65,0,0,2021-12-29,4600873,MAJOR,WHEN IM GONE WITH KATY,KATY PERRY ALESSO,3424,5.25,226897599,1,2,3,2,3,4,1,3,4,1,Baixo,Alto,Baixo,Alto,Alto,Baixo,Alto,Alto,Baixo
3,2023,2,5,1638,10,130,69,36,90,1,10,15,4,0,0,21,0,0,2023-02-05,2313207,MINOR,WATCH THIS  ARIZONATEARS PLUGGNB REMIX,SPED UP NIGHTCORE ARIZONATEARS LIL UZI VERT,1659,2.5,207033255,1,2,3,2,2,4,1,4,3,1,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Alto,Alto,Baixo
1,2020,3,27,9833,0,103,69,90,88,5,0,29,8,233,82,531,1,1,2020-03-27,5370460,MINOR,LEVITATING,DUA LIPA,10597,21.0,797196073,3,4,2,3,4,4,1,4,4,3,Alto,Baixo,Alto,Alto,Alto,Baixo,Alto,Alto,Alto
1,2021,8,6,2597,0,121,70,35,77,1,0,26,4,17,80,38,0,0,2021-08-06,1119309,MINOR,TAKE MY BREATH,THE WEEKND,2652,20.0,130655803,19,1,3,3,2,3,1,4,4,2,Baixo,Alto,Alto,Baixo,Alto,Baixo,Alto,Alto,Baixo
1,2022,4,8,1116,0,166,70,22,61,2,0,10,34,31,9,15,0,1,2022-04-08,7434389,MAJOR,RIGHT ON,LIL BABY,1162,2.5,101780047,2,1,4,3,1,2,1,2,2,4,Baixo,Alto,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
2,2023,1,13,592,14,98,70,37,54,6,0,9,8,11,84,6,1,30,2023-01-13,5836808,MAJOR,FIN DE SEMANA,OSCAR MAYDON JUNIOR H,609,32.25,307370144,1,3,1,3,2,2,1,3,1,3,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Baixo,Alto
2,2022,11,4,313,2,100,70,92,59,3,0,10,3,10,6,7,1,9,2022-11-04,3461405,MINOR,ANTIDEPRESAN,MABEL MATIZ MERT DEMIR,330,4.5,136689549,1,1,2,3,4,2,1,2,2,1,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Baixo,Baixo,Baixo
1,2013,1,1,23389,29,92,70,81,63,4,0,8,4,54,70,1089,2,1,2013-01-01,5999455,MAJOR,WHYD YOU ONLY CALL ME WHEN YOURE HIGH,ARCTIC MONKEYS,24532,25.5,1267333350,4,4,1,3,4,2,1,3,1,1,Alto,Baixo,Alto,Alto,Baixo,Baixo,Alto,Baixo,Baixo
1,2022,1,7,2881,6,135,70,60,58,4,0,16,3,13,89,34,0,3,2022-01-07,4491971,MINOR,IS THERE SOMEONE ELSE,THE WEEKND,2928,24.5,391251368,19,3,3,3,3,2,1,3,3,1,Alto,Alto,Alto,Alto,Baixo,Baixo,Alto,Alto,Baixo
1,2022,6,21,9724,0,115,70,87,88,4,0,26,8,222,61,259,14,2,2022-06-21,8121763,MINOR,BREAK MY SOUL,BEYONC,10205,19.25,354614964,3,3,2,3,4,4,1,2,4,3,Alto,Baixo,Alto,Alto,Alto,Baixo,Baixo,Alto,Alto
2,2020,3,27,15894,8,103,70,92,83,1,0,7,6,198,13,544,0,60,2020-03-27,5415405,MINOR,LEVITATING FEAT DABABY,DUA LIPA DABABY,16636,20.25,1802514301,1,4,2,3,4,4,1,1,1,3,Alto,Baixo,Alto,Alto,Alto,Baixo,Baixo,Baixo,Alto
1,2002,1,1,32502,21,171,70,6,73,1,0,36,26,247,54,5567,1,51,2002-01-01,6766942,MAJOR,LOSE YOURSELF  SOUNDTRACK VERSION,EMINEM,38316,31.75,1829992958,4,4,4,3,1,3,1,2,4,4,Alto,Alto,Alto,Baixo,Alto,Baixo,Baixo,Alto,Alto
1,2022,4,5,753,8,118,70,54,71,0,0,33,4,28,124,13,0,1,2022-04-05,8055412,MINOR,LOVE DIVE,IVE,794,33.25,305771063,4,3,2,3,3,3,1,1,4,2,Alto,Baixo,Alto,Alto,Alto,Baixo,Baixo,Alto,Baixo
1,2021,7,9,1801,2,125,70,65,74,1,0,34,4,77,134,74,0,2,2021-07-09,5459112,MAJOR,PERMISSION TO DANCE,BTS,1952,34.5,608334048,7,4,3,3,3,3,1,4,4,2,Alto,Alto,Alto,Alto,Alto,Baixo,Alto,Alto,Baixo
1,2023,1,27,359,0,125,71,83,89,1,0,17,9,12,56,13,0,13,2023-01-27,8537557,MINOR,SUGAR RUSH RIDE,TOMORROW X TOGETHER,384,17.25,107642809,1,1,3,3,4,4,1,2,3,3,Baixo,Alto,Alto,Alto,Alto,Baixo,Baixo,Alto,Alto
1,2022,7,8,2461,36,170,71,59,56,4,0,27,12,47,66,45,5,6,2022-07-08,6286315,MINOR,NORMAL,FEID,2553,28.25,459276435,8,3,4,3,3,2,1,2,4,4,Alto,Alto,Alto,Alto,Baixo,Baixo,Baixo,Alto,Alto
2,2022,9,22,8576,42,131,71,24,47,1,0,27,9,216,108,331,26,154,2022-09-22,2302386,MAJOR,UNHOLY FEAT KIM PETRAS,SAM SMITH KIM PETRAS,9123,82.5,1230675890,1,4,3,3,1,1,1,1,4,3,Alto,Alto,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Alto
1,2022,1,21,2459,20,120,71,57,97,1,0,13,11,20,68,50,0,22,2022-01-21,5673293,MAJOR,MURDER IN MY MIND,KORDHELL,2529,27.5,448843705,1,3,2,3,3,4,1,3,3,3,Alto,Baixo,Alto,Alto,Alto,Baixo,Alto,Alto,Alto
2,2021,8,27,6308,5,134,71,14,61,1,0,23,33,114,15,63,0,2,2021-08-27,5406019,MAJOR,FAMILY TIES WITH KENDRICK LAMAR,KENDRICK LAMAR BABY KEEM,6485,5.5,560222750,1,3,3,3,1,2,1,3,3,4,Alto,Alto,Alto,Baixo,Baixo,Baixo,Alto,Alto,Alto
2,2022,5,27,2129,0,84,71,39,86,2,0,51,25,23,1,44,1,0,2022-05-27,7503630,MINOR,TRUE LOVE,KANYE WEST XXXTENTACION,2196,0.5,194902696,1,2,1,3,2,4,1,1,4,4,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Baixo,Alto,Alto
1,2022,6,10,736,0,77,72,70,82,2,0,4,17,5,132,17,0,3,2022-06-10,5477581,MAJOR,RUN BTS,BTS,758,33.75,330881149,7,3,1,3,4,4,1,1,1,4,Alto,Baixo,Alto,Alto,Alto,Baixo,Baixo,Baixo,Alto
3,2021,9,24,4091,0,110,72,67,68,0,0,14,4,105,2,73,13,1,2021-09-24,4727736,MINOR,BETTER DAYS NEIKED X MAE MULLER X POLO G,NEIKED MAE MULLER POLO G,4269,4.0,421040617,1,3,2,3,3,3,1,1,3,1,Alto,Baixo,Alto,Alto,Alto,Baixo,Baixo,Alto,Baixo
2,2021,4,28,4893,4,120,72,67,72,0,0,13,4,143,24,110,0,70,2021-04-28,2346155,MAJOR,LEAVE BEFORE YOU LOVE ME WITH JONAS BROTHERS,MARSHMELLO JONAS BROTHERS,5146,24.5,651732901,1,4,2,3,3,3,1,3,3,2,Alto,Baixo,Alto,Alto,Alto,Baixo,Alto,Alto,Baixo
1,2022,6,10,2402,0,102,73,62,75,0,0,34,8,45,2,26,0,1,2022-06-10,6549461,MAJOR,BETTY GET MONEY,YUNG GRAVY,2473,0.75,221752937,1,2,2,3,3,3,1,2,4,3,Baixo,Baixo,Alto,Alto,Alto,Baixo,Baixo,Alto,Alto
2,2011,1,1,36843,21,128,73,60,77,3,0,11,4,321,91,4607,1,58,2011-01-01,4242212,MAJOR,WE FOUND LOVE,RIHANNA CALVIN HARRIS,41771,42.75,1235005533,1,4,3,3,3,4,1,2,2,1,Alto,Alto,Alto,Alto,Alto,Baixo,Baixo,Baixo,Baixo
2,2022,11,4,1794,0,104,73,25,61,1,0,32,7,26,9,17,0,3,2022-11-04,3506706,MAJOR,CIRCO LOCO,DRAKE 21 SAVAGE,1837,3.0,141720999,8,2,2,3,1,2,1,1,4,3,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Alto
1,2022,10,31,629,14,94,73,65,79,5,2,11,6,32,3,9,0,0,2022-10-31,4967469,MAJOR,SPIT IN MY FACE,THXSOMCH,670,4.25,303216294,2,3,1,3,3,4,1,4,2,3,Alto,Baixo,Alto,Alto,Alto,Baixo,Alto,Baixo,Alto
1,2022,10,17,430,6,136,73,65,91,4,0,48,18,14,116,9,0,11,2022-10-17,7691321,MINOR,NXDE,GIDLE,453,33.25,170709584,2,2,3,3,3,4,1,3,4,4,Baixo,Alto,Alto,Alto,Alto,Baixo,Alto,Alto,Alto
1,2021,9,17,7963,0,88,74,55,85,1,0,5,22,173,7,298,0,4,2021-09-17,2636311,MINOR,THATS WHAT I WANT,LIL NAS X,8434,2.75,920797189,2,4,1,3,3,4,1,4,1,4,Alto,Baixo,Alto,Alto,Alto,Baixo,Alto,Baixo,Alto
1,2021,11,5,2979,0,144,74,39,65,5,1,11,35,44,0,159,0,0,2021-11-05,8333879,MAJOR,TO THE MOON,JNR CHOI,3182,0.0,245095641,1,2,4,3,2,2,1,4,2,4,Baixo,Alto,Alto,Baixo,Baixo,Baixo,Alto,Baixo,Alto
1,2022,7,15,2346,27,139,74,68,68,3,0,26,4,69,12,38,8,64,2022-07-15,4890651,MAJOR,NONSENSE,SABRINA CARPENTER,2453,27.75,342897938,1,3,3,3,3,3,1,1,4,2,Alto,Alto,Alto,Alto,Alto,Baixo,Baixo,Alto,Baixo
1,2022,10,14,991,0,162,74,22,67,0,0,11,46,36,38,13,0,3,2022-10-14,3476652,MINOR,CALIFORNIA BREEZE,LIL BABY,1040,10.25,85559365,2,1,4,3,1,3,1,2,2,4,Baixo,Alto,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Alto
2,2020,2,29,4890,20,93,74,59,87,3,0,8,5,52,42,100,0,0,2020-02-29,8134740,MAJOR,LA SANTA,DADDY YANKEE BAD BUNNY,5042,15.5,759208783,2,4,1,3,3,4,1,3,1,2,Alto,Baixo,Alto,Alto,Alto,Baixo,Alto,Baixo,Baixo
1,2023,7,13,864,78,126,74,35,84,0,0,11,6,71,135,50,1,294,2023-07-13,2808274,MINOR,RUSH,TROYE SIVAN,985,127.0,22581161,2,1,3,3,2,4,1,2,2,3,Baixo,Alto,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Alto
1,2022,1,7,2297,0,123,74,35,73,0,0,21,5,11,29,14,0,0,2022-01-07,6131592,MINOR,GASOLINE,THE WEEKND,2322,7.25,116903579,19,1,3,3,2,3,1,2,3,2,Baixo,Alto,Alto,Baixo,Alto,Baixo,Baixo,Alto,Baixo
2,2016,11,18,7370,0,102,74,45,89,5,0,26,13,92,127,1219,0,62,2016-11-18,3612400,MAJOR,NO LIE,SEAN PAUL DUA LIPA,8681,47.25,956865266,1,4,2,3,2,4,1,2,4,4,Alto,Baixo,Alto,Baixo,Alto,Baixo,Baixo,Alto,Alto
2,2021,11,4,9151,6,118,75,46,76,3,0,9,4,240,107,268,0,5,2021-11-04,1001428,MINOR,THE MOTTO,TISTO AVA,9659,29.5,656013912,1,4,2,3,2,3,1,3,1,1,Alto,Baixo,Alto,Baixo,Alto,Baixo,Alto,Baixo,Baixo
1,2021,8,6,6392,0,121,75,53,74,2,0,11,5,174,73,344,0,0,2021-08-06,4586215,MAJOR,TAKE MY BREATH,THE WEEKND,6910,18.25,432702334,19,3,3,3,3,3,1,4,2,2,Alto,Alto,Alto,Alto,Alto,Baixo,Alto,Baixo,Baixo
1,2021,3,19,4873,0,133,75,96,61,0,0,18,4,65,88,434,3,13,2021-03-19,5624903,MAJOR,I WANNA BE YOUR SLAVE,MNE,5372,26.0,851070493,4,4,3,3,4,2,1,2,3,1,Alto,Alto,Alto,Alto,Baixo,Baixo,Baixo,Alto,Baixo
2,2023,4,25,351,9,110,76,26,70,1,0,41,6,16,90,10,0,64,2023-04-25,3546474,MINOR,SHOONG FEAT LISA OF BLACKPINK,TAEYANG LISA,377,40.75,76910644,1,1,2,3,1,3,1,3,4,2,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Alto,Alto,Baixo
2,2019,6,19,15010,2,117,76,77,52,4,0,8,3,453,50,1785,1,8,2019-06-19,1660982,MINOR,SEO,SHAWN MENDES CAMILA CABELLO,17248,15.25,2484812918,1,4,2,3,4,1,1,4,1,1,Alto,Baixo,Alto,Alto,Baixo,Baixo,Alto,Baixo,Baixo
1,2015,1,11,11985,0,101,76,63,71,3,0,10,3,79,80,250,3,10,2015-01-11,7792660,MINOR,WAIT A MINUTE,WILLOW,12314,23.25,924193303,1,4,2,3,3,3,1,3,2,1,Alto,Baixo,Alto,Alto,Alto,Baixo,Alto,Baixo,Baixo
2,2022,11,4,1652,2,130,77,20,70,1,0,16,5,26,52,10,0,95,2022-11-04,1438195,MAJOR,SPIN BOUT U,DRAKE 21 SAVAGE,1688,37.25,198365537,8,2,3,3,1,3,1,2,3,2,Baixo,Alto,Alto,Baixo,Alto,Baixo,Baixo,Alto,Baixo
1,2021,3,11,4198,44,114,77,65,72,2,0,7,5,98,108,327,17,153,2021-03-11,2480109,MINOR,BONES,IMAGINE DRAGONS,4623,80.5,838079900,3,4,2,3,3,3,1,1,1,2,Alto,Baixo,Alto,Alto,Alto,Baixo,Baixo,Baixo,Baixo
1,2017,1,31,18986,23,125,77,74,78,4,0,23,11,250,121,2969,10,31,2017-01-31,4181228,MINOR,BELIEVER,IMAGINE DRAGONS,22205,46.25,2594040133,3,4,3,3,4,4,1,2,3,3,Alto,Alto,Alto,Alto,Alto,Baixo,Baixo,Alto,Alto
3,2016,4,4,43257,24,104,77,36,63,1,0,36,5,433,107,3631,0,26,2016-04-04,1928790,MAJOR,ONE DANCE,DRAKE WIZKID KYLA,47321,39.25,2713922350,1,4,2,3,2,2,1,2,4,2,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Baixo
3,2022,8,5,1456,0,120,77,94,87,2,0,23,12,53,2,33,0,0,2022-08-05,6270180,MAJOR,BAD DECISIONS WITH BTS  SNOOP DOGG,SNOOP DOGG BTS BENNY BLANCO,1542,0.5,219196651,1,2,2,3,4,4,1,3,3,4,Baixo,Baixo,Alto,Alto,Alto,Baixo,Alto,Alto,Alto
1,2021,9,1,3098,0,122,77,51,79,5,0,16,5,111,5,182,1,0,2021-09-01,2439081,MAJOR,ACAPULCO,JASON DERULO,3391,1.5,363467642,1,3,3,3,2,4,1,3,3,2,Alto,Alto,Alto,Baixo,Alto,Baixo,Alto,Alto,Baixo
3,2020,3,13,6734,0,95,77,40,47,2,0,9,3,47,14,90,0,1,2020-03-13,2079388,MAJOR,MEET ME AT OUR SPOT,THE ANXIETY WILLOW TYLER COLE,6871,3.75,530511203,1,3,1,3,2,1,1,1,1,1,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
3,1995,12,28,18773,0,92,77,76,84,3,0,38,4,128,17,1663,0,0,1995-12-28,2828618,MAJOR,CALIFORNIA LOVE  ORIGINAL VERSION EXPLICIT,DR DRE 2PAC ROGER,20564,4.25,579395142,1,3,1,3,4,4,1,1,4,1,Alto,Baixo,Alto,Alto,Alto,Baixo,Baixo,Alto,Baixo
3,2022,1,7,3517,0,78,77,49,42,1,1,13,19,54,28,43,0,0,2022-01-07,1582892,MINOR,PUSHIN P FEAT YOUNG THUG,YOUNG THUG FUTURE GUNNA,3614,7.0,311395144,1,3,1,3,2,1,1,4,3,4,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Alto,Alto
2,1999,11,21,17115,0,80,78,53,74,4,0,45,21,83,63,4180,0,0,1999-11-21,5694303,MINOR,STAN,EMINEM DIDO,21378,15.75,918915401,1,4,1,3,3,3,1,4,4,4,Alto,Baixo,Alto,Alto,Alto,Baixo,Alto,Alto,Alto
3,2022,1,30,540,4,115,78,63,64,1,0,7,4,26,3,39,0,0,2022-01-30,2661792,MINOR,VAMPIRO,MATU WIU ,605,1.75,187772591,1,2,2,4,3,2,1,4,1,1,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Alto,Baixo,Baixo
2,2022,2,1,911,2,135,78,55,57,4,0,10,8,45,0,99,1,1,2022-02-01,8569518,MINOR,DANA,MC PEDRINHO PEDRO SAMPAIO,1055,1.0,208166039,1,2,3,3,3,2,1,2,2,3,Baixo,Alto,Alto,Alto,Baixo,Baixo,Baixo,Baixo,Alto
2,2023,5,19,896,0,126,78,20,70,1,0,16,4,34,2,33,0,1,2023-05-19,5158640,MAJOR,AMERICA HAS A PROBLEM FEAT KENDRICK LAMAR,KENDRICK LAMAR BEYONC,963,0.75,57089066,1,1,3,3,1,3,1,3,3,1,Baixo,Alto,Alto,Baixo,Alto,Baixo,Alto,Alto,Baixo
1,2022,7,1,565,0,97,78,31,72,1,0,11,4,6,52,11,0,0,2022-07-01,5678676,MAJOR,MORE,JHOPE,582,13.0,155795783,1,2,1,3,1,3,1,1,2,1,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Baixo
1,2022,7,29,7842,10,115,78,64,69,4,0,7,14,215,88,330,26,23,2022-07-29,1936158,MAJOR,CUFF IT,BEYONC,8387,36.75,595900742,3,3,2,3,3,3,1,1,1,4,Alto,Baixo,Alto,Alto,Alto,Baixo,Baixo,Baixo,Alto
2,2023,3,3,2114,44,124,78,70,68,3,1,11,4,80,75,110,11,323,2023-03-03,7412049,MINOR,EL MERENGUE,MARSHMELLO MANUEL TURIZO,2304,113.25,223633238,1,2,3,3,3,3,1,4,2,1,Baixo,Alto,Alto,Alto,Alto,Baixo,Alto,Baixo,Baixo
2,2022,12,20,3618,38,168,78,58,73,5,0,10,7,47,74,80,14,194,2022-12-20,2415106,MINOR,YANDEL 150,YANDEL FEID,3745,80.0,585695368,2,3,4,3,3,3,1,4,2,3,Alto,Alto,Alto,Alto,Alto,Baixo,Alto,Baixo,Alto
1,2008,1,1,17504,34,88,79,66,65,5,0,25,14,63,39,1315,0,2,2008-01-01,8455676,MINOR,HEARTLESS,KANYE WEST,18882,18.75,887906111,3,4,1,4,3,2,1,3,4,4,Alto,Baixo,Alto,Alto,Baixo,Baixo,Alto,Alto,Alto
3,2023,7,13,437,31,97,79,92,89,5,0,6,5,17,29,26,3,208,2023-07-13,4214662,MAJOR,QUEMA,SOG RYAN CASTRO PESO PLUMA,480,67.75,11599388,1,1,1,4,4,4,1,3,1,2,Baixo,Baixo,Alto,Alto,Alto,Baixo,Alto,Baixo,Baixo
1,2019,10,31,27119,0,124,79,68,79,1,0,10,8,532,77,1535,3,8,2019-10-31,6891911,MINOR,DONT START NOW,DUA LIPA,29186,22.0,2303033973,3,4,3,4,3,4,1,3,2,3,Alto,Alto,Alto,Alto,Alto,Baixo,Alto,Baixo,Alto
3,2013,1,1,52898,0,116,79,87,81,4,0,10,4,203,1,8215,0,0,2013-01-01,5906167,MINOR,GET LUCKY  RADIO EDIT,PHARRELL WILLIAMS NILE RODGERS DAFT PUNK,61316,0.25,933815613,1,4,2,4,4,4,1,3,2,1,Alto,Baixo,Alto,Alto,Alto,Baixo,Alto,Baixo,Baixo
4,2021,8,13,6890,0,124,79,79,84,2,0,5,5,122,11,201,0,1,2021-08-13,1513475,MINOR,OUT OUT FEAT CHARLI XCX  SAWEETIE,CHARLI XCX JAX JONES JOEL CORRY SAWEETIE,7213,3.0,427486004,1,3,3,4,4,4,1,1,1,2,Alto,Alto,Alto,Alto,Alto,Baixo,Baixo,Baixo,Baixo
1,2022,12,9,899,0,150,79,77,46,5,0,11,7,2,14,2,0,0,2022-12-09,2587921,MAJOR,CONCEITED,SZA,903,3.5,56870689,19,1,4,4,4,1,1,4,2,3,Baixo,Alto,Alto,Alto,Baixo,Baixo,Alto,Baixo,Alto
1,2021,5,21,4779,6,110,79,70,36,0,0,6,11,180,135,223,0,5,2021-05-21,8452012,MAJOR,BUTTER,BTS,5182,36.5,1143647827,7,4,2,4,4,1,1,4,1,3,Alto,Baixo,Alto,Alto,Baixo,Baixo,Alto,Baixo,Alto
1,2022,1,7,1915,0,121,80,62,51,2,0,9,8,7,47,15,0,0,2022-01-07,4501584,MINOR,HOW DO I MAKE YOU LOVE ME,THE WEEKND,1937,11.75,119238316,19,1,3,4,3,1,1,1,1,3,Baixo,Alto,Alto,Alto,Baixo,Baixo,Baixo,Baixo,Alto
1,2022,8,19,1963,16,90,80,71,69,2,0,27,10,57,119,77,1,13,2022-08-19,2122853,MAJOR,PINK VENOM,BLACKPINK,2097,37.25,551305895,3,3,1,4,4,3,1,1,4,3,Alto,Baixo,Alto,Alto,Alto,Baixo,Baixo,Alto,Alto
